,object,split,label,image,mask,category
1289,carpet,train,normal,carpet/train/good/155.png,,good
1290,carpet,train,normal,carpet/train/good/156.png,,good
1291,carpet,train,normal,carpet/train/good/157.png,,good
1292,carpet,train,normal,carpet/train/good/158.png,,good
1293,carpet,train,normal,carpet/train/good/159.png,,good
1294,carpet,train,normal,carpet/train/good/160.png,,good
1295,carpet,train,normal,carpet/train/good/161.png,,good
1296,carpet,val,normal,carpet/train/good/162.png,,good
1297,carpet,train,normal,carpet/train/good/163.png,,good
1298,carpet,train,normal,carpet/train/good/164.png,,good
1299,carpet,train,normal,carpet/train/good/165.png,,good
1300,carpet,train,normal,carpet/train/good/166.png,,good
1301,carpet,val,normal,carpet/train/good/167.png,,good
1302,carpet,train,normal,carpet/train/good/168.png,,good
1303,carpet,val,normal,carpet/train/good/169.png,,good
1304,carpet,train,normal,carpet/train/good/170.png,,good
1305,carpet,train,normal,carpet/train/good/171.png,,good
1306,carpet,train,normal,carpet/train/good/172.png,,good
1307,carpet,val,normal,carpet/train/good/173.png,,good
1308,carpet,train,normal,carpet/train/good/174.png,,good
1309,carpet,val,normal,carpet/train/good/175.png,,good
1310,carpet,train,normal,carpet/train/good/176.png,,good
1311,carpet,train,normal,carpet/train/good/177.png,,good
1312,carpet,train,normal,carpet/train/good/178.png,,good
1313,carpet,train,normal,carpet/train/good/179.png,,good
1314,carpet,train,normal,carpet/train/good/180.png,,good
1315,carpet,train,normal,carpet/train/good/181.png,,good
1316,carpet,train,normal,carpet/train/good/182.png,,good
1317,carpet,train,normal,carpet/train/good/183.png,,good
1318,carpet,val,normal,carpet/train/good/184.png,,good
1319,carpet,train,normal,carpet/train/good/185.png,,good
1320,carpet,train,normal,carpet/train/good/186.png,,good
1321,carpet,train,normal,carpet/train/good/187.png,,good
1322,carpet,train,normal,carpet/train/good/188.png,,good
1323,carpet,train,normal,carpet/train/good/189.png,,good
1324,carpet,train,normal,carpet/train/good/190.png,,good
1325,carpet,train,normal,carpet/train/good/191.png,,good
1326,carpet,train,normal,carpet/train/good/192.png,,good
1327,carpet,train,normal,carpet/train/good/193.png,,good
1328,carpet,train,normal,carpet/train/good/194.png,,good
1329,carpet,train,normal,carpet/train/good/195.png,,good
1330,carpet,train,normal,carpet/train/good/196.png,,good
1331,carpet,train,normal,carpet/train/good/197.png,,good
1332,carpet,train,normal,carpet/train/good/198.png,,good
1333,carpet,train,normal,carpet/train/good/199.png,,good
1334,carpet,train,normal,carpet/train/good/200.png,,good
1335,carpet,train,normal,carpet/train/good/201.png,,good
1336,carpet,train,normal,carpet/train/good/202.png,,good
1337,carpet,train,normal,carpet/train/good/203.png,,good
1338,carpet,train,normal,carpet/train/good/204.png,,good
1339,carpet,train,normal,carpet/train/good/205.png,,good
1340,carpet,train,normal,carpet/train/good/206.png,,good
1341,carpet,train,normal,carpet/train/good/207.png,,good
1342,carpet,train,normal,carpet/train/good/208.png,,good
1343,carpet,train,normal,carpet/train/good/209.png,,good
1344,carpet,train,normal,carpet/train/good/210.png,,good
1345,carpet,train,normal,carpet/train/good/211.png,,good
1346,carpet,train,normal,carpet/train/good/212.png,,good
1347,carpet,val,normal,carpet/train/good/213.png,,good
1348,carpet,train,normal,carpet/train/good/214.png,,good
1349,carpet,train,normal,carpet/train/good/215.png,,good
1350,carpet,train,normal,carpet/train/good/216.png,,good
1351,carpet,train,normal,carpet/train/good/217.png,,good
1352,carpet,train,normal,carpet/train/good/218.png,,good
1353,carpet,train,normal,carpet/train/good/219.png,,good
1354,carpet,train,normal,carpet/train/good/220.png,,good
1355,carpet,train,normal,carpet/train/good/221.png,,good
1356,carpet,train,normal,carpet/train/good/222.png,,good
1357,carpet,train,normal,carpet/train/good/223.png,,good
1358,carpet,train,normal,carpet/train/good/224.png,,good
1359,carpet,train,normal,carpet/train/good/225.png,,good
1360,carpet,train,normal,carpet/train/good/226.png,,good
1361,carpet,train,normal,carpet/train/good/227.png,,good
1362,carpet,train,normal,carpet/train/good/228.png,,good
1363,carpet,train,normal,carpet/train/good/229.png,,good
1364,carpet,train,normal,carpet/train/good/230.png,,good
1365,carpet,val,normal,carpet/train/good/231.png,,good
1366,carpet,train,normal,carpet/train/good/232.png,,good
1367,carpet,train,normal,carpet/train/good/233.png,,good
1368,carpet,train,normal,carpet/train/good/234.png,,good
1369,carpet,train,normal,carpet/train/good/235.png,,good
1370,carpet,train,normal,carpet/train/good/236.png,,good
1371,carpet,train,normal,carpet/train/good/237.png,,good
1372,carpet,val,normal,carpet/train/good/238.png,,good
1373,carpet,train,normal,carpet/train/good/239.png,,good
1374,carpet,train,normal,carpet/train/good/240.png,,good
1375,carpet,train,normal,carpet/train/good/241.png,,good
1376,carpet,train,normal,carpet/train/good/242.png,,good
1377,carpet,train,normal,carpet/train/good/243.png,,good
1378,carpet,train,normal,carpet/train/good/244.png,,good
1379,carpet,train,normal,carpet/train/good/245.png,,good
1380,carpet,train,normal,carpet/train/good/246.png,,good
1381,carpet,train,normal,carpet/train/good/247.png,,good
1382,carpet,train,normal,carpet/train/good/248.png,,good
1383,carpet,train,normal,carpet/train/good/249.png,,good
1384,carpet,train,normal,carpet/train/good/250.png,,good
1385,carpet,train,normal,carpet/train/good/251.png,,good
1386,carpet,train,normal,carpet/train/good/252.png,,good
1387,carpet,train,normal,carpet/train/good/253.png,,good
1388,carpet,train,normal,carpet/train/good/254.png,,good
1389,carpet,train,normal,carpet/train/good/255.png,,good
1390,carpet,train,normal,carpet/train/good/256.png,,good
1391,carpet,train,normal,carpet/train/good/257.png,,good
1392,carpet,train,normal,carpet/train/good/258.png,,good
1393,carpet,train,normal,carpet/train/good/259.png,,good
1394,carpet,train,normal,carpet/train/good/260.png,,good
1395,carpet,train,normal,carpet/train/good/261.png,,good
1396,carpet,train,normal,carpet/train/good/262.png,,good
1397,carpet,train,normal,carpet/train/good/263.png,,good
1398,carpet,train,normal,carpet/train/good/264.png,,good
1399,carpet,train,normal,carpet/train/good/265.png,,good
1400,carpet,train,normal,carpet/train/good/266.png,,good
1401,carpet,train,normal,carpet/train/good/267.png,,good
1402,carpet,val,normal,carpet/train/good/268.png,,good
1403,carpet,train,normal,carpet/train/good/269.png,,good
1404,carpet,train,normal,carpet/train/good/270.png,,good
1405,carpet,train,normal,carpet/train/good/271.png,,good
1406,carpet,train,normal,carpet/train/good/272.png,,good
1407,carpet,train,normal,carpet/train/good/273.png,,good
1408,carpet,train,normal,carpet/train/good/274.png,,good
1409,carpet,train,normal,carpet/train/good/275.png,,good
1410,carpet,train,normal,carpet/train/good/276.png,,good
1411,carpet,train,normal,carpet/train/good/277.png,,good
1412,carpet,train,normal,carpet/train/good/278.png,,good
1413,carpet,train,normal,carpet/train/good/279.png,,good
1414,grid,test,anomaly,grid/test/bent/000.png,grid/ground_truth/bent/000_mask.png,bent
1415,grid,test,anomaly,grid/test/bent/001.png,grid/ground_truth/bent/001_mask.png,bent
1416,grid,test,anomaly,grid/test/bent/002.png,grid/ground_truth/bent/002_mask.png,bent
1417,grid,test,anomaly,grid/test/bent/003.png,grid/ground_truth/bent/003_mask.png,bent
1418,grid,test,anomaly,grid/test/bent/004.png,grid/ground_truth/bent/004_mask.png,bent
1419,grid,test,anomaly,grid/test/bent/005.png,grid/ground_truth/bent/005_mask.png,bent
1420,grid,test,anomaly,grid/test/bent/006.png,grid/ground_truth/bent/006_mask.png,bent
1421,grid,test,anomaly,grid/test/bent/007.png,grid/ground_truth/bent/007_mask.png,bent
1422,grid,test,anomaly,grid/test/bent/008.png,grid/ground_truth/bent/008_mask.png,bent
1423,grid,test,anomaly,grid/test/bent/009.png,grid/ground_truth/bent/009_mask.png,bent
1424,grid,test,anomaly,grid/test/bent/010.png,grid/ground_truth/bent/010_mask.png,bent
1425,grid,test,anomaly,grid/test/bent/011.png,grid/ground_truth/bent/011_mask.png,bent
1426,grid,test,anomaly,grid/test/broken/000.png,grid/ground_truth/broken/000_mask.png,broken
1427,grid,test,anomaly,grid/test/broken/001.png,grid/ground_truth/broken/001_mask.png,broken
1428,grid,test,anomaly,grid/test/broken/002.png,grid/ground_truth/broken/002_mask.png,broken
1429,grid,test,anomaly,grid/test/broken/003.png,grid/ground_truth/broken/003_mask.png,broken
1430,grid,test,anomaly,grid/test/broken/004.png,grid/ground_truth/broken/004_mask.png,broken
1431,grid,test,anomaly,grid/test/broken/005.png,grid/ground_truth/broken/005_mask.png,broken
1432,grid,test,anomaly,grid/test/broken/006.png,grid/ground_truth/broken/006_mask.png,broken
1433,grid,test,anomaly,grid/test/broken/007.png,grid/ground_truth/broken/007_mask.png,broken
1434,grid,test,anomaly,grid/test/broken/008.png,grid/ground_truth/broken/008_mask.png,broken
1435,grid,test,anomaly,grid/test/broken/009.png,grid/ground_truth/broken/009_mask.png,broken
1436,grid,test,anomaly,grid/test/broken/010.png,grid/ground_truth/broken/010_mask.png,broken
1437,grid,test,anomaly,grid/test/broken/011.png,grid/ground_truth/broken/011_mask.png,broken
1438,grid,test,anomaly,grid/test/glue/000.png,grid/ground_truth/glue/000_mask.png,glue
1439,grid,test,anomaly,grid/test/glue/001.png,grid/ground_truth/glue/001_mask.png,glue
1440,grid,test,anomaly,grid/test/glue/002.png,grid/ground_truth/glue/002_mask.png,glue
1441,grid,test,anomaly,grid/test/glue/003.png,grid/ground_truth/glue/003_mask.png,glue
1442,grid,test,anomaly,grid/test/glue/004.png,grid/ground_truth/glue/004_mask.png,glue
1443,grid,test,anomaly,grid/test/glue/005.png,grid/ground_truth/glue/005_mask.png,glue
1444,grid,test,anomaly,grid/test/glue/006.png,grid/ground_truth/glue/006_mask.png,glue
1445,grid,test,anomaly,grid/test/glue/007.png,grid/ground_truth/glue/007_mask.png,glue
1446,grid,test,anomaly,grid/test/glue/008.png,grid/ground_truth/glue/008_mask.png,glue
1447,grid,test,anomaly,grid/test/glue/009.png,grid/ground_truth/glue/009_mask.png,glue
1448,grid,test,anomaly,grid/test/glue/010.png,grid/ground_truth/glue/010_mask.png,glue
1449,grid,test,normal,grid/test/good/000.png,,good
1450,grid,test,normal,grid/test/good/001.png,,good
1451,grid,test,normal,grid/test/good/002.png,,good
1452,grid,test,normal,grid/test/good/003.png,,good
1453,grid,test,normal,grid/test/good/004.png,,good
1454,grid,test,normal,grid/test/good/005.png,,good
1455,grid,test,normal,grid/test/good/006.png,,good
1456,grid,test,normal,grid/test/good/007.png,,good
1457,grid,test,normal,grid/test/good/008.png,,good
1458,grid,test,normal,grid/test/good/009.png,,good
1459,grid,test,normal,grid/test/good/010.png,,good
1460,grid,test,normal,grid/test/good/011.png,,good
1461,grid,test,normal,grid/test/good/012.png,,good
1462,grid,test,normal,grid/test/good/013.png,,good
1463,grid,test,normal,grid/test/good/014.png,,good
1464,grid,test,normal,grid/test/good/015.png,,good
1465,grid,test,normal,grid/test/good/016.png,,good
1466,grid,test,normal,grid/test/good/017.png,,good
1467,grid,test,normal,grid/test/good/018.png,,good
1468,grid,test,normal,grid/test/good/019.png,,good
1469,grid,test,normal,grid/test/good/020.png,,good
1470,grid,test,anomaly,grid/test/metal_contamination/000.png,grid/ground_truth/metal_contamination/000_mask.png,metal_contamination
1471,grid,test,anomaly,grid/test/metal_contamination/001.png,grid/ground_truth/metal_contamination/001_mask.png,metal_contamination
1472,grid,test,anomaly,grid/test/metal_contamination/002.png,grid/ground_truth/metal_contamination/002_mask.png,metal_contamination
1473,grid,test,anomaly,grid/test/metal_contamination/003.png,grid/ground_truth/metal_contamination/003_mask.png,metal_contamination
1474,grid,test,anomaly,grid/test/metal_contamination/004.png,grid/ground_truth/metal_contamination/004_mask.png,metal_contamination
1475,grid,test,anomaly,grid/test/metal_contamination/005.png,grid/ground_truth/metal_contamination/005_mask.png,metal_contamination
1476,grid,test,anomaly,grid/test/metal_contamination/006.png,grid/ground_truth/metal_contamination/006_mask.png,metal_contamination
1477,grid,test,anomaly,grid/test/metal_contamination/007.png,grid/ground_truth/metal_contamination/007_mask.png,metal_contamination
1478,grid,test,anomaly,grid/test/metal_contamination/008.png,grid/ground_truth/metal_contamination/008_mask.png,metal_contamination
1479,grid,test,anomaly,grid/test/metal_contamination/009.png,grid/ground_truth/metal_contamination/009_mask.png,metal_contamination
1480,grid,test,anomaly,grid/test/metal_contamination/010.png,grid/ground_truth/metal_contamination/010_mask.png,metal_contamination
1481,grid,test,anomaly,grid/test/thread/000.png,grid/ground_truth/thread/000_mask.png,thread
1482,grid,test,anomaly,grid/test/thread/001.png,grid/ground_truth/thread/001_mask.png,thread
1483,grid,test,anomaly,grid/test/thread/002.png,grid/ground_truth/thread/002_mask.png,thread
1484,grid,test,anomaly,grid/test/thread/003.png,grid/ground_truth/thread/003_mask.png,thread
1485,grid,test,anomaly,grid/test/thread/004.png,grid/ground_truth/thread/004_mask.png,thread
1486,grid,test,anomaly,grid/test/thread/005.png,grid/ground_truth/thread/005_mask.png,thread
1487,grid,test,anomaly,grid/test/thread/006.png,grid/ground_truth/thread/006_mask.png,thread
1488,grid,test,anomaly,grid/test/thread/007.png,grid/ground_truth/thread/007_mask.png,thread
1489,grid,test,anomaly,grid/test/thread/008.png,grid/ground_truth/thread/008_mask.png,thread
1490,grid,test,anomaly,grid/test/thread/009.png,grid/ground_truth/thread/009_mask.png,thread
1491,grid,test,anomaly,grid/test/thread/010.png,grid/ground_truth/thread/010_mask.png,thread
1492,grid,train,normal,grid/train/good/000.png,,good
1493,grid,val,normal,grid/train/good/001.png,,good
1494,grid,train,normal,grid/train/good/002.png,,good
1495,grid,train,normal,grid/train/good/003.png,,good
1496,grid,train,normal,grid/train/good/004.png,,good
1497,grid,train,normal,grid/train/good/005.png,,good
1498,grid,train,normal,grid/train/good/006.png,,good
1499,grid,train,normal,grid/train/good/007.png,,good
1500,grid,train,normal,grid/train/good/008.png,,good
1501,grid,train,normal,grid/train/good/009.png,,good
1502,grid,train,normal,grid/train/good/010.png,,good
1503,grid,train,normal,grid/train/good/011.png,,good
1504,grid,train,normal,grid/train/good/012.png,,good
1505,grid,train,normal,grid/train/good/013.png,,good
1506,grid,train,normal,grid/train/good/014.png,,good
1507,grid,train,normal,grid/train/good/015.png,,good
1508,grid,train,normal,grid/train/good/016.png,,good
1509,grid,train,normal,grid/train/good/017.png,,good
1510,grid,val,normal,grid/train/good/018.png,,good
1511,grid,train,normal,grid/train/good/019.png,,good
1512,grid,train,normal,grid/train/good/020.png,,good
1513,grid,train,normal,grid/train/good/021.png,,good
1514,grid,train,normal,grid/train/good/022.png,,good
1515,grid,train,normal,grid/train/good/023.png,,good
1516,grid,train,normal,grid/train/good/024.png,,good
1517,grid,train,normal,grid/train/good/025.png,,good
1518,grid,train,normal,grid/train/good/026.png,,good
1519,grid,train,normal,grid/train/good/027.png,,good
1520,grid,train,normal,grid/train/good/028.png,,good
1521,grid,train,normal,grid/train/good/029.png,,good
1522,grid,val,normal,grid/train/good/030.png,,good
1523,grid,train,normal,grid/train/good/031.png,,good
1524,grid,train,normal,grid/train/good/032.png,,good
1525,grid,train,normal,grid/train/good/033.png,,good
1526,grid,train,normal,grid/train/good/034.png,,good
1527,grid,train,normal,grid/train/good/035.png,,good
1528,grid,train,normal,grid/train/good/036.png,,good
1529,grid,train,normal,grid/train/good/037.png,,good
1530,grid,train,normal,grid/train/good/038.png,,good
1531,grid,train,normal,grid/train/good/039.png,,good
1532,grid,train,normal,grid/train/good/040.png,,good
1533,grid,train,normal,grid/train/good/041.png,,good
1534,grid,val,normal,grid/train/good/042.png,,good
1535,grid,train,normal,grid/train/good/043.png,,good
1536,grid,val,normal,grid/train/good/044.png,,good
1537,grid,train,normal,grid/train/good/045.png,,good
1538,grid,train,normal,grid/train/good/046.png,,good
1539,grid,train,normal,grid/train/good/047.png,,good
1540,grid,train,normal,grid/train/good/048.png,,good
1541,grid,train,normal,grid/train/good/049.png,,good
1542,grid,train,normal,grid/train/good/050.png,,good
1543,grid,train,normal,grid/train/good/051.png,,good
1544,grid,train,normal,grid/train/good/052.png,,good
1545,grid,train,normal,grid/train/good/053.png,,good
1546,grid,train,normal,grid/train/good/054.png,,good
1547,grid,train,normal,grid/train/good/055.png,,good
1548,grid,train,normal,grid/train/good/056.png,,good
1549,grid,train,normal,grid/train/good/057.png,,good
1550,grid,train,normal,grid/train/good/058.png,,good
1551,grid,train,normal,grid/train/good/059.png,,good
1552,grid,train,normal,grid/train/good/060.png,,good
1553,grid,train,normal,grid/train/good/061.png,,good
1554,grid,train,normal,grid/train/good/062.png,,good
1555,grid,train,normal,grid/train/good/063.png,,good
1556,grid,train,normal,grid/train/good/064.png,,good
1557,grid,train,normal,grid/train/good/065.png,,good
1558,grid,train,normal,grid/train/good/066.png,,good
1559,grid,train,normal,grid/train/good/067.png,,good
1560,grid,train,normal,grid/train/good/068.png,,good
1561,grid,train,normal,grid/train/good/069.png,,good
1562,grid,train,normal,grid/train/good/070.png,,good
1563,grid,train,normal,grid/train/good/071.png,,good
1564,grid,train,normal,grid/train/good/072.png,,good
1565,grid,train,normal,grid/train/good/073.png,,good
1566,grid,train,normal,grid/train/good/074.png,,good
1567,grid,train,normal,grid/train/good/075.png,,good
1568,grid,train,normal,grid/train/good/076.png,,good
1569,grid,train,normal,grid/train/good/077.png,,good
1570,grid,train,normal,grid/train/good/078.png,,good
1571,grid,train,normal,grid/train/good/079.png,,good
1572,grid,train,normal,grid/train/good/080.png,,good
1573,grid,train,normal,grid/train/good/081.png,,good
1574,grid,train,normal,grid/train/good/082.png,,good
1575,grid,train,normal,grid/train/good/083.png,,good
1576,grid,train,normal,grid/train/good/084.png,,good
1577,grid,train,normal,grid/train/good/085.png,,good
1578,grid,val,normal,grid/train/good/086.png,,good
1579,grid,train,normal,grid/train/good/087.png,,good
1580,grid,train,normal,grid/train/good/088.png,,good
1581,grid,train,normal,grid/train/good/089.png,,good
1582,grid,val,normal,grid/train/good/090.png,,good
1583,grid,train,normal,grid/train/good/091.png,,good
1584,grid,val,normal,grid/train/good/092.png,,good
1585,grid,train,normal,grid/train/good/093.png,,good
1586,grid,val,normal,grid/train/good/094.png,,good
1587,grid,train,normal,grid/train/good/095.png,,good
1588,grid,train,normal,grid/train/good/096.png,,good
1589,grid,train,normal,grid/train/good/097.png,,good
1590,grid,train,normal,grid/train/good/098.png,,good
1591,grid,train,normal,grid/train/good/099.png,,good
1592,grid,train,normal,grid/train/good/100.png,,good
1593,grid,train,normal,grid/train/good/101.png,,good
1594,grid,train,normal,grid/train/good/102.png,,good
1595,grid,train,normal,grid/train/good/103.png,,good
1596,grid,train,normal,grid/train/good/104.png,,good
1597,grid,train,normal,grid/train/good/105.png,,good
1598,grid,val,normal,grid/train/good/106.png,,good
1599,grid,train,normal,grid/train/good/107.png,,good
1600,grid,val,normal,grid/train/good/108.png,,good
1601,grid,train,normal,grid/train/good/109.png,,good
1602,grid,train,normal,grid/train/good/110.png,,good
1603,grid,train,normal,grid/train/good/111.png,,good
1604,grid,train,normal,grid/train/good/112.png,,good
1605,grid,train,normal,grid/train/good/113.png,,good
1606,grid,train,normal,grid/train/good/114.png,,good
1607,grid,train,normal,grid/train/good/115.png,,good
1608,grid,train,normal,grid/train/good/116.png,,good
1609,grid,train,normal,grid/train/good/117.png,,good
1610,grid,train,normal,grid/train/good/118.png,,good
1611,grid,train,normal,grid/train/good/119.png,,good
1612,grid,train,normal,grid/train/good/120.png,,good
1613,grid,train,normal,grid/train/good/121.png,,good
1614,grid,train,normal,grid/train/good/122.png,,good
1615,grid,train,normal,grid/train/good/123.png,,good
1616,grid,train,normal,grid/train/good/124.png,,good
1617,grid,train,normal,grid/train/good/125.png,,good
1618,grid,train,normal,grid/train/good/126.png,,good
1619,grid,train,normal,grid/train/good/127.png,,good
1620,grid,val,normal,grid/train/good/128.png,,good
1621,grid,val,normal,grid/train/good/129.png,,good
1622,grid,train,normal,grid/train/good/130.png,,good
1623,grid,train,normal,grid/train/good/131.png,,good
1624,grid,train,normal,grid/train/good/132.png,,good
1625,grid,train,normal,grid/train/good/133.png,,good
1626,grid,train,normal,grid/train/good/134.png,,good
1627,grid,train,normal,grid/train/good/135.png,,good
1628,grid,train,normal,grid/train/good/136.png,,good
1629,grid,train,normal,grid/train/good/137.png,,good
1630,grid,train,normal,grid/train/good/138.png,,good
1631,grid,val,normal,grid/train/good/139.png,,good
1632,grid,train,normal,grid/train/good/140.png,,good
1633,grid,val,normal,grid/train/good/141.png,,good
1634,grid,train,normal,grid/train/good/142.png,,good
1635,grid,train,normal,grid/train/good/143.png,,good
1636,grid,train,normal,grid/train/good/144.png,,good
1637,grid,train,normal,grid/train/good/145.png,,good
1638,grid,train,normal,grid/train/good/146.png,,good
1639,grid,train,normal,grid/train/good/147.png,,good
1640,grid,train,normal,grid/train/good/148.png,,good
1641,grid,train,normal,grid/train/good/149.png,,good
1642,grid,train,normal,grid/train/good/150.png,,good
1643,grid,train,normal,grid/train/good/151.png,,good
1644,grid,train,normal,grid/train/good/152.png,,good
1645,grid,train,normal,grid/train/good/153.png,,good
1646,grid,train,normal,grid/train/good/154.png,,good
1647,grid,train,normal,grid/train/good/155.png,,good
1648,grid,train,normal,grid/train/good/156.png,,good
1649,grid,val,normal,grid/train/good/157.png,,good
1650,grid,train,normal,grid/train/good/158.png,,good
1651,grid,train,normal,grid/train/good/159.png,,good
1652,grid,train,normal,grid/train/good/160.png,,good
1653,grid,train,normal,grid/train/good/161.png,,good
1654,grid,train,normal,grid/train/good/162.png,,good
1655,grid,train,normal,grid/train/good/163.png,,good
1656,grid,train,normal,grid/train/good/164.png,,good
1657,grid,train,normal,grid/train/good/165.png,,good
1658,grid,train,normal,grid/train/good/166.png,,good
1659,grid,train,normal,grid/train/good/167.png,,good
1660,grid,train,normal,grid/train/good/168.png,,good
1661,grid,train,normal,grid/train/good/169.png,,good
1662,grid,train,normal,grid/train/good/170.png,,good
1663,grid,train,normal,grid/train/good/171.png,,good
1664,grid,val,normal,grid/train/good/172.png,,good
1665,grid,train,normal,grid/train/good/173.png,,good
1666,grid,train,normal,grid/train/good/174.png,,good
1667,grid,train,normal,grid/train/good/175.png,,good
1668,grid,train,normal,grid/train/good/176.png,,good
1669,grid,train,normal,grid/train/good/177.png,,good
1670,grid,train,normal,grid/train/good/178.png,,good
1671,grid,val,normal,grid/train/good/179.png,,good
1672,grid,train,normal,grid/train/good/180.png,,good
1673,grid,train,normal,grid/train/good/181.png,,good
1674,grid,val,normal,grid/train/good/182.png,,good
1675,grid,train,normal,grid/train/good/183.png,,good
1676,grid,train,normal,grid/train/good/184.png,,good
1677,grid,train,normal,grid/train/good/185.png,,good
1678,grid,train,normal,grid/train/good/186.png,,good
1679,grid,train,normal,grid/train/good/187.png,,good
1680,grid,train,normal,grid/train/good/188.png,,good
1681,grid,train,normal,grid/train/good/189.png,,good
1682,grid,train,normal,grid/train/good/190.png,,good
1683,grid,train,normal,grid/train/good/191.png,,good
1684,grid,train,normal,grid/train/good/192.png,,good
1685,grid,train,normal,grid/train/good/193.png,,good
1686,grid,train,normal,grid/train/good/194.png,,good
1687,grid,train,normal,grid/train/good/195.png,,good
1688,grid,train,normal,grid/train/good/196.png,,good
1689,grid,val,normal,grid/train/good/197.png,,good
1690,grid,train,normal,grid/train/good/198.png,,good
1691,grid,train,normal,grid/train/good/199.png,,good
1692,grid,train,normal,grid/train/good/200.png,,good
1693,grid,val,normal,grid/train/good/201.png,,good
1694,grid,train,normal,grid/train/good/202.png,,good
1695,grid,train,normal,grid/train/good/203.png,,good
1696,grid,train,normal,grid/train/good/204.png,,good
1697,grid,val,normal,grid/train/good/205.png,,good
1698,grid,train,normal,grid/train/good/206.png,,good
1699,grid,train,normal,grid/train/good/207.png,,good
1700,grid,train,normal,grid/train/good/208.png,,good
1701,grid,train,normal,grid/train/good/209.png,,good
1702,grid,train,normal,grid/train/good/210.png,,good
1703,grid,train,normal,grid/train/good/211.png,,good
1704,grid,train,normal,grid/train/good/212.png,,good
1705,grid,train,normal,grid/train/good/213.png,,good
1706,grid,train,normal,grid/train/good/214.png,,good
1707,grid,train,normal,grid/train/good/215.png,,good
1708,grid,train,normal,grid/train/good/216.png,,good
1709,grid,train,normal,grid/train/good/217.png,,good
1710,grid,train,normal,grid/train/good/218.png,,good
1711,grid,train,normal,grid/train/good/219.png,,good
1712,grid,train,normal,grid/train/good/220.png,,good
1713,grid,train,normal,grid/train/good/221.png,,good
1714,grid,train,normal,grid/train/good/222.png,,good
1715,grid,train,normal,grid/train/good/223.png,,good
1716,grid,train,normal,grid/train/good/224.png,,good
1717,grid,train,normal,grid/train/good/225.png,,good
1718,grid,train,normal,grid/train/good/226.png,,good
1719,grid,train,normal,grid/train/good/227.png,,good
1720,grid,train,normal,grid/train/good/228.png,,good
1721,grid,val,normal,grid/train/good/229.png,,good
1722,grid,train,normal,grid/train/good/230.png,,good
1723,grid,train,normal,grid/train/good/231.png,,good
1724,grid,train,normal,grid/train/good/232.png,,good
1725,grid,train,normal,grid/train/good/233.png,,good
1726,grid,train,normal,grid/train/good/234.png,,good
1727,grid,val,normal,grid/train/good/235.png,,good
1728,grid,train,normal,grid/train/good/236.png,,good
1729,grid,train,normal,grid/train/good/237.png,,good
1730,grid,train,normal,grid/train/good/238.png,,good
1731,grid,train,normal,grid/train/good/239.png,,good
1732,grid,train,normal,grid/train/good/240.png,,good
1733,grid,train,normal,grid/train/good/241.png,,good
1734,grid,train,normal,grid/train/good/242.png,,good
1735,grid,train,normal,grid/train/good/243.png,,good
1736,grid,train,normal,grid/train/good/244.png,,good
1737,grid,train,normal,grid/train/good/245.png,,good
1738,grid,train,normal,grid/train/good/246.png,,good
1739,grid,train,normal,grid/train/good/247.png,,good
1740,grid,val,normal,grid/train/good/248.png,,good
1741,grid,train,normal,grid/train/good/249.png,,good
1742,grid,train,normal,grid/train/good/250.png,,good
1743,grid,train,normal,grid/train/good/251.png,,good
1744,grid,train,normal,grid/train/good/252.png,,good
1745,grid,train,normal,grid/train/good/253.png,,good
1746,grid,train,normal,grid/train/good/254.png,,good
1747,grid,val,normal,grid/train/good/255.png,,good
1748,grid,train,normal,grid/train/good/256.png,,good
1749,grid,train,normal,grid/train/good/257.png,,good
1750,grid,train,normal,grid/train/good/258.png,,good
1751,grid,train,normal,grid/train/good/259.png,,good
1752,grid,train,normal,grid/train/good/260.png,,good
1753,grid,train,normal,grid/train/good/261.png,,good
1754,grid,train,normal,grid/train/good/262.png,,good
1755,grid,train,normal,grid/train/good/263.png,,good
1756,hazelnut,test,anomaly,hazelnut/test/crack/000.png,hazelnut/ground_truth/crack/000_mask.png,crack
1757,hazelnut,test,anomaly,hazelnut/test/crack/001.png,hazelnut/ground_truth/crack/001_mask.png,crack
1758,hazelnut,test,anomaly,hazelnut/test/crack/002.png,hazelnut/ground_truth/crack/002_mask.png,crack
1759,hazelnut,test,anomaly,hazelnut/test/crack/003.png,hazelnut/ground_truth/crack/003_mask.png,crack
1760,hazelnut,test,anomaly,hazelnut/test/crack/004.png,hazelnut/ground_truth/crack/004_mask.png,crack
1761,hazelnut,test,anomaly,hazelnut/test/crack/005.png,hazelnut/ground_truth/crack/005_mask.png,crack
1762,hazelnut,test,anomaly,hazelnut/test/crack/006.png,hazelnut/ground_truth/crack/006_mask.png,crack
1763,hazelnut,test,anomaly,hazelnut/test/crack/007.png,hazelnut/ground_truth/crack/007_mask.png,crack
1764,hazelnut,test,anomaly,hazelnut/test/crack/008.png,hazelnut/ground_truth/crack/008_mask.png,crack
1765,hazelnut,test,anomaly,hazelnut/test/crack/009.png,hazelnut/ground_truth/crack/009_mask.png,crack
1766,hazelnut,test,anomaly,hazelnut/test/crack/010.png,hazelnut/ground_truth/crack/010_mask.png,crack
1767,hazelnut,test,anomaly,hazelnut/test/crack/011.png,hazelnut/ground_truth/crack/011_mask.png,crack
